id,url,title,content,scraped_at
107,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,A Gathering of Shadows (Shades of Magic #2),"{""title"": ""A Gathering of Shadows (Shades of Magic #2)"", ""price"": 44.81, ""availability"": true, ""rating"": 4, ""category"": ""Fantasy""}",2026-03-09 10:13:30
108,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,The Raven Boys (The Raven Cycle #1),"{""title"": ""The Raven Boys (The Raven Cycle #1)"", ""price"": 57.74, ""availability"": true, ""rating"": 4, ""category"": ""Fantasy""}",2026-03-09 10:13:30
109,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,The False Prince (The Ascendance Trilogy #1),"{""title"": ""The False Prince (The Ascendance Trilogy #1)"", ""price"": 56.0, ""availability"": true, ""rating"": 5, ""category"": ""Fantasy""}",2026-03-09 10:13:30
110,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Tell the Wind and Fire,"{""title"": ""Tell the Wind and Fire"", ""price"": 45.51, ""availability"": true, ""rating"": 3, ""category"": ""Fantasy""}",2026-03-09 10:13:30
111,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,A Feast for Crows (A Song of Ice and Fire #4),"{""title"": ""A Feast for Crows (A Song of Ice and Fire #4)"", ""price"": 17.21, ""availability"": true, ""rating"": 4, ""category"": ""Fantasy""}",2026-03-09 10:13:30
112,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,The Demonists (Demonist #1),"{""title"": ""The Demonists (Demonist #1)"", ""price"": 52.11, ""availability"": true, ""rating"": 2, ""category"": ""Fantasy""}",2026-03-09 10:13:30
113,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,The Beast (Black Dagger Brotherhood #14),"{""title"": ""The Beast (Black Dagger Brotherhood #14)"", ""price"": 46.08, ""availability"": true, ""rating"": 5, ""category"": ""Fantasy""}",2026-03-09 10:13:30
114,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Paper and Fire (The Great Library #2),"{""title"": ""Paper and Fire (The Great Library #2)"", ""price"": 49.45, ""availability"": true, ""rating"": 5, ""category"": ""Fantasy""}",2026-03-09 10:13:30
115,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Harry Potter and the Order of the Phoenix (Harry Potter #5),"{""title"": ""Harry Potter and the Order of the Phoenix (Harry Potter #5)"", ""price"": 31.63, ""availability"": true, ""rating"": 4, ""category"": ""Fantasy""}",2026-03-09 10:13:30
116,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Harry Potter and the Half-Blood Prince (Harry Potter #6),"{""title"": ""Harry Potter and the Half-Blood Prince (Harry Potter #6)"", ""price"": 48.75, ""availability"": true, ""rating"": 5, ""category"": ""Fantasy""}",2026-03-09 10:13:30
117,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Harry Potter and the Chamber of Secrets (Harry Potter #2),"{""title"": ""Harry Potter and the Chamber of Secrets (Harry Potter #2)"", ""price"": 14.74, ""availability"": true, ""rating"": 1, ""category"": ""Fantasy""}",2026-03-09 10:13:30
118,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,The Rose & the Dagger (The Wrath and the Dawn #2),"{""title"": ""The Rose & the Dagger (The Wrath and the Dawn #2)"", ""price"": 58.64, ""availability"": true, ""rating"": 4, ""category"": ""Fantasy""}",2026-03-09 10:13:30
119,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Soldier (Talon #3),"{""title"": ""Soldier (Talon #3)"", ""price"": 24.72, ""availability"": true, ""rating"": 2, ""category"": ""Fantasy""}",2026-03-09 10:13:30
120,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Midnight Riot (Peter Grant/ Rivers of London - books #1),"{""title"": ""Midnight Riot (Peter Grant/ Rivers of London - books #1)"", ""price"": 55.46, ""availability"": true, ""rating"": 2, ""category"": ""Fantasy""}",2026-03-09 10:13:30
121,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Heir to the Sky,"{""title"": ""Heir to the Sky"", ""price"": 44.07, ""availability"": true, ""rating"": 4, ""category"": ""Fantasy""}",2026-03-09 10:13:30
122,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Eragon (The Inheritance Cycle #1),"{""title"": ""Eragon (The Inheritance Cycle #1)"", ""price"": 43.87, ""availability"": true, ""rating"": 3, ""category"": ""Fantasy""}",2026-03-09 10:13:30
123,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Darkfever (Fever #1),"{""title"": ""Darkfever (Fever #1)"", ""price"": 56.02, ""availability"": true, ""rating"": 1, ""category"": ""Fantasy""}",2026-03-09 10:13:30
124,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Ash,"{""title"": ""Ash"", ""price"": 22.06, ""availability"": true, ""rating"": 4, ""category"": ""Fantasy""}",2026-03-09 10:13:30
125,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,A Storm of Swords (A Song of Ice and Fire #3),"{""title"": ""A Storm of Swords (A Song of Ice and Fire #3)"", ""price"": 31.22, ""availability"": true, ""rating"": 2, ""category"": ""Fantasy""}",2026-03-09 10:13:30
126,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Chase Me (Paris Nights #2),"{""title"": ""Chase Me (Paris Nights #2)"", ""price"": 25.27, ""availability"": true, ""rating"": 5, ""category"": ""Romance""}",2026-03-09 10:13:30
127,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Black Dust,"{""title"": ""Black Dust"", ""price"": 34.53, ""availability"": true, ""rating"": 5, ""category"": ""Romance""}",2026-03-09 10:13:30
128,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Her Backup Boyfriend (The Sorensen Family #1),"{""title"": ""Her Backup Boyfriend (The Sorensen Family #1)"", ""price"": 33.97, ""availability"": true, ""rating"": 1, ""category"": ""Romance""}",2026-03-09 10:13:30
129,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,First and First (Five Boroughs #3),"{""title"": ""First and First (Five Boroughs #3)"", ""price"": 15.97, ""availability"": true, ""rating"": 4, ""category"": ""Romance""}",2026-03-09 10:13:30
130,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Fifty Shades Darker (Fifty Shades #2),"{""title"": ""Fifty Shades Darker (Fifty Shades #2)"", ""price"": 21.96, ""availability"": true, ""rating"": 1, ""category"": ""Romance""}",2026-03-09 10:13:30
131,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,The Wedding Dress,"{""title"": ""The Wedding Dress"", ""price"": 24.12, ""availability"": true, ""rating"": 1, ""category"": ""Romance""}",2026-03-09 10:13:30
132,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Suddenly in Love (Lake Haven #1),"{""title"": ""Suddenly in Love (Lake Haven #1)"", ""price"": 55.99, ""availability"": true, ""rating"": 2, ""category"": ""Romance""}",2026-03-09 10:13:30
133,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Something More Than This,"{""title"": ""Something More Than This"", ""price"": 16.24, ""availability"": true, ""rating"": 4, ""category"": ""Romance""}",2026-03-09 10:13:30
134,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Doing It Over (Most Likely To #1),"{""title"": ""Doing It Over (Most Likely To #1)"", ""price"": 35.61, ""availability"": true, ""rating"": 3, ""category"": ""Romance""}",2026-03-09 10:13:30
135,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,The Wedding Pact (The O'Malleys #2),"{""title"": ""The Wedding Pact (The O'Malleys #2)"", ""price"": 32.61, ""availability"": true, ""rating"": 3, ""category"": ""Romance""}",2026-03-09 10:13:30
136,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Hold Your Breath (Search and Rescue #1),"{""title"": ""Hold Your Breath (Search and Rescue #1)"", ""price"": 28.82, ""availability"": true, ""rating"": 1, ""category"": ""Romance""}",2026-03-09 10:13:30
137,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Dirty (Dive Bar #1),"{""title"": ""Dirty (Dive Bar #1)"", ""price"": 40.83, ""availability"": true, ""rating"": 4, ""category"": ""Romance""}",2026-03-09 10:13:30
138,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Take Me Home Tonight (Rock Star Romance #3),"{""title"": ""Take Me Home Tonight (Rock Star Romance #3)"", ""price"": 53.98, ""availability"": true, ""rating"": 3, ""category"": ""Romance""}",2026-03-09 10:13:30
139,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Off the Hook (Fishing for Trouble #1),"{""title"": ""Off the Hook (Fishing for Trouble #1)"", ""price"": 47.67, ""availability"": true, ""rating"": 3, ""category"": ""Romance""}",2026-03-09 10:13:30
140,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,A Gentleman's Position (Society of Gentlemen #3),"{""title"": ""A Gentleman's Position (Society of Gentlemen #3)"", ""price"": 14.75, ""availability"": true, ""rating"": 5, ""category"": ""Romance""}",2026-03-09 10:13:30
141,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,"Sit, Stay, Love","{""title"": ""Sit, Stay, Love"", ""price"": 20.9, ""availability"": true, ""rating"": 3, ""category"": ""Romance""}",2026-03-09 10:13:30
142,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,A Girl's Guide to Moving On (New Beginnings #2),"{""title"": ""A Girl's Guide to Moving On (New Beginnings #2)"", ""price"": 31.3, ""availability"": true, ""rating"": 1, ""category"": ""Romance""}",2026-03-09 10:13:30
143,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,The Perfect Play (Play by Play #1),"{""title"": ""The Perfect Play (Play by Play #1)"", ""price"": 59.99, ""availability"": true, ""rating"": 3, ""category"": ""Romance""}",2026-03-09 10:13:30
144,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Dark Lover (Black Dagger Brotherhood #1),"{""title"": ""Dark Lover (Black Dagger Brotherhood #1)"", ""price"": 12.87, ""availability"": true, ""rating"": 1, ""category"": ""Romance""}",2026-03-09 10:13:30
145,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Changing the Game (Play by Play #2),"{""title"": ""Changing the Game (Play by Play #2)"", ""price"": 13.38, ""availability"": true, ""rating"": 3, ""category"": ""Romance""}",2026-03-09 10:13:30
146,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,A Walk to Remember,"{""title"": ""A Walk to Remember"", ""price"": 56.43, ""availability"": true, ""rating"": 1, ""category"": ""Romance""}",2026-03-09 10:13:30
147,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,The Purest Hook (Second Circle Tattoos #3),"{""title"": ""The Purest Hook (Second Circle Tattoos #3)"", ""price"": 12.25, ""availability"": true, ""rating"": 1, ""category"": ""Romance""}",2026-03-09 10:13:30
148,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,The Obsession,"{""title"": ""The Obsession"", ""price"": 45.43, ""availability"": true, ""rating"": 1, ""category"": ""Romance""}",2026-03-09 10:13:30
149,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Reservations for Two,"{""title"": ""Reservations for Two"", ""price"": 11.1, ""availability"": true, ""rating"": 3, ""category"": ""Romance""}",2026-03-09 10:13:30
150,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Best of My Love (Fool's Gold #20),"{""title"": ""Best of My Love (Fool's Gold #20)"", ""price"": 27.41, ""availability"": true, ""rating"": 2, ""category"": ""Romance""}",2026-03-09 10:13:30
151,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Where Lightning Strikes (Bleeding Stars #3),"{""title"": ""Where Lightning Strikes (Bleeding Stars #3)"", ""price"": 39.77, ""availability"": true, ""rating"": 3, ""category"": ""Romance""}",2026-03-09 10:13:30
152,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,This One Moment (Pushing Limits #1),"{""title"": ""This One Moment (Pushing Limits #1)"", ""price"": 48.71, ""availability"": true, ""rating"": 1, ""category"": ""Romance""}",2026-03-09 10:13:30
153,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,"Rhythm, Chord & Malykhin","{""title"": ""Rhythm, Chord & Malykhin"", ""price"": 28.34, ""availability"": true, ""rating"": 2, ""category"": ""Romance""}",2026-03-09 10:13:30
154,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,My Perfect Mistake (Over the Top #1),"{""title"": ""My Perfect Mistake (Over the Top #1)"", ""price"": 38.92, ""availability"": true, ""rating"": 2, ""category"": ""Romance""}",2026-03-09 10:13:31
155,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Listen to Me (Fusion #1),"{""title"": ""Listen to Me (Fusion #1)"", ""price"": 58.99, ""availability"": true, ""rating"": 3, ""category"": ""Romance""}",2026-03-09 10:13:31
156,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Imperfect Harmony,"{""title"": ""Imperfect Harmony"", ""price"": 34.74, ""availability"": true, ""rating"": 4, ""category"": ""Romance""}",2026-03-09 10:13:31
157,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Fighting Fate (Fighting #6),"{""title"": ""Fighting Fate (Fighting #6)"", ""price"": 39.24, ""availability"": true, ""rating"": 3, ""category"": ""Romance""}",2026-03-09 10:13:31
158,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Deep Under (Walker Security #1),"{""title"": ""Deep Under (Walker Security #1)"", ""price"": 47.09, ""availability"": true, ""rating"": 5, ""category"": ""Romance""}",2026-03-09 10:13:31
159,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Charity's Cross (Charles Towne Belles #4),"{""title"": ""Charity's Cross (Charles Towne Belles #4)"", ""price"": 41.24, ""availability"": true, ""rating"": 1, ""category"": ""Romance""}",2026-03-09 10:13:31
160,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Bounty (Colorado Mountain #7),"{""title"": ""Bounty (Colorado Mountain #7)"", ""price"": 37.26, ""availability"": true, ""rating"": 4, ""category"": ""Romance""}",2026-03-09 10:13:31
